Id_solicitud,messolictud,Default_60dias_12meses,tipo_casa,edad,fec_ing_empleo,antg_max_tc,meses_pasivo_12,ingreso,mto_lin_cred_sistemafinanciero,mto_deuda_prom_sistemafinanciero,zon_geo,max_clas_riesg,nivel_educ
1011,200911,0,FAMILIAR,32,01/10/2004,40,12,2100,8230.99,672.64,Lima,0,PROFESIONAL
1012,200911,1,PROPIA,34,01/08/2002,99,12,11000,14405.44,1892.47,Junin,0,PROFESIONAL
1013,200911,1,FAMILIAR,25,01/09/2003,25,12,3067.4,0,0,Lima,0,PROFESIONAL
1014,200911,0,PROPIA,29,07/07/2007,10,12,974.73,900,1435.47,Junin,0,TECNICO
1015,200911,1,FAMILIAR,35,01/10/2006,111,12,12699,17600,57094.38,Lima,0,PROFESIONAL
1016,200911,1,FAMILIAR,25,01/05/2004,11,12,5300,214.96,2274.39,Lima,1,PROFESIONAL
1017,200911,1,FAMILIAR,28,01/01/2008,0,12,2824.63,1500,9280.7,Callao,1,TECNICO
1018,200911,0,FAMILIAR,45,21/04/1986,49,12,6529.52,5700,3200,Junin,0,TECNICO
1019,200911,1,FAMILIAR,30,01/08/2005,0,12,1200,400,1349.77,Callao,0,TECNICO
1020,200911,1,FAMILIAR,56,01/10/2003,7,12,3000,240.22,0,Arequipa,0,PROFESIONAL
1021,200911,1,FAMILIAR,29,01/08/2006,0,12,3000,14830.34,3500.19,Callao,0,TECNICO
1022,200911,0,FAMILIAR,32,01/10/2004,0,12,2850,1008.08,0,Cajamarca,1,TECNICO
1023,200911,0,FAMILIAR,62,01/01/2000,12,12,10000,23713.46,2240.51,Lima,0,PROFESIONAL
1024,200911,0,FAMILIAR,49,07/04/1999,54,12,3637.79,10040,4923.96,Lambayeque,0,PROFESIONAL
1025,200911,0,FAMILIAR,42,01/04/2007,19,12,3100,5000,1152.51,Lima,2,PROFESIONAL
1026,200911,1,FAMILIAR,46,01/03/1998,101,12,2581,13855,1813.04,Lambayeque,0,PROFESIONAL
1027,200911,1,FAMILIAR,38,01/01/1998,32,12,15000,2598.08,2569.72,Lima,0,PROFESIONAL
1028,200911,1,PROPIA,48,01/07/2004,22,12,2100,2335.33,2901.56,Callao,1,EDUCACION BASICA
1029,200911,1,PROPIA,24,01/08/2006,9,12,1415.79,0,3770.55,Junin,0,TECNICO
1030,200911,1,PROPIA,33,01/01/2007,68,12,1400,3322,8433.16,Lima,0,SIN EDUCACION
1031,200911,1,PROPIA,31,01/04/2006,12,12,1400,2929,545.2,Lima,0,PROFESIONAL
1032,200911,1,FAMILIAR,29,17/02/2004,10,12,1672.53,1800,472.36,Lima,3,TECNICO
1033,200911,1,FAMILIAR,30,01/06/2000,49,12,1381.95,800,6642.76,Arequipa,0,TECNICO
1034,200911,0,FAMILIAR,37,01/10/2006,0,12,3249.43,0,7328.63,Lima,0,TECNICO
1035,200911,1,FAMILIAR,31,01/04/2001,8,12,1500,7467.8,2827.69,Lima,2,PROFESIONAL
1036,200911,0,FAMILIAR,25,05/01/2007,7,12,915.4,1700,4317.68,Piura,0,TECNICO
1037,200911,0,FAMILIAR,66,01/11/1994,8,12,15000,47314.18,0,Lima,0,PROFESIONAL
1038,200911,1,PROPIA,38,01/02/2004,9,12,1567.85,2100,5478.81,Junin,0,TECNICO
1039,200911,0,PROPIA,44,01/01/1992,0,0,2000,2698.28,10326.06,Lima,0,PROFESIONAL
1040,200911,1,FAMILIAR,39,01/04/2005,96,2,2000,4688,10120.93,Lima,0,PROFESIONAL
1041,200911,1,FAMILIAR,36,01/01/2003,22,12,1050,3656.81,0,Lima,0,TECNICO
1042,200911,1,FAMILIAR,42,01/05/1985,91,12,2208,5734.82,4868.39,Lima,2,PROFESIONAL
1043,200911,1,PROPIA,40,01/02/1996,40,12,5300,4545.43,0,Lima,3,PROFESIONAL
1044,200911,1,FAMILIAR,35,01/09/2006,0,12,1200,0,2076.38,Lima,0,TECNICO
1045,200911,0,PROPIA,37,01/01/2007,25,12,11200,11040,1793.43,La Libertad,0,PROFESIONAL
1046,200911,1,FAMILIAR,30,07/09/2005,9,0,3889,6680,73.91,Piura,0,PROFESIONAL
1047,200911,1,FAMILIAR,43,01/04/2001,58,0,15269.05,4002.63,0,Lima,2,PROFESIONAL
1048,200911,1,PROPIA,57,25/04/1979,0,12,2634,0,0,Pasco,0,EDUCACION BASICA
1049,200911,1,FAMILIAR,65,23/12/1966,22,12,3057,0,3245.18,Arequipa,0,TECNICO
1050,200911,1,FAMILIAR,48,01/04/2004,11,12,3500,9750,3924.18,Lima,0,TECNICO
1051,200911,0,PROPIA,28,13/01/2001,0,12,2105.77,6900,9632.75,Callao,2,PROFESIONAL
1052,200911,0,FAMILIAR,33,01/03/2006,0,0,2500,0.26,0,Lima,0,PROFESIONAL
1053,200911,1,FAMILIAR,31,01/03/2002,7,12,966.95,2070,0,Cuzco,0,PROFESIONAL
1054,200911,1,FAMILIAR,28,01/10/2005,26,12,3000,7741.03,0,Lima,0,PROFESIONAL
1055,200911,0,PROPIA,46,01/06/1999,103,12,30000,46751.59,0,Lambayeque,0,PROFESIONAL
1056,200911,1,FAMILIAR,37,01/01/2004,9,3,20285.08,48420.4,0,Lima,1,PROFESIONAL
1057,200911,1,FAMILIAR,23,01/07/2006,0,12,1444.95,0,3421.65,Lambayeque,0,TECNICO
1058,200911,0,FAMILIAR,56,01/05/1999,87,12,5500,12515.02,3785.82,Lima,1,PROFESIONAL
1059,200911,1,FAMILIAR,28,01/04/2005,4,12,2100,698.4,669.12,Loreto,0,PROFESIONAL
1060,200911,1,FAMILIAR,27,01/12/2005,14,12,1455.18,4500,1221.69,Lima,0,PROFESIONAL
1061,200911,1,FAMILIAR,59,01/07/1974,26,12,3737.54,0,449.76,Ancash,0,TECNICO
1062,200911,1,FAMILIAR,45,01/01/2005,22,12,930,6019.63,510.04,Lima,0,TECNICO
1063,200911,1,FAMILIAR,38,01/07/2002,15,12,1200,0,0,Junin,0,TECNICO
1064,200911,1,PROPIA,49,01/03/2005,7,6,15000,16330.8,413.56,La Libertad,4,TECNICO
1065,200911,1,FAMILIAR,59,01/07/2004,0,12,5212.22,3420,5118.55,Lima,0,TECNICO
1066,200911,1,FAMILIAR,32,01/01/2006,0,12,2500,0,0,Loreto,0,PROFESIONAL
1067,200911,1,FAMILIAR,40,01/01/2004,0,5,6000,5000,57094.38,Huanuco,0,EDUCACION BASICA
1068,200911,1,PROPIA,38,01/06/1999,89,12,6500,1579.16,0,Lima,0,PROFESIONAL
1069,200911,1,FAMILIAR,41,01/05/2006,0,2,2000,3736,4659.32,Callao,1,TECNICO
1070,200911,1,PROPIA,25,01/03/2003,18,12,1200,0,0,Lima,0,PROFESIONAL
1071,200911,0,PROPIA,38,01/09/2007,50,12,2450,26960,3274.31,Lambayeque,0,PROFESIONAL
1072,200911,0,FAMILIAR,56,01/01/1974,72,12,11000,114584.07,2590.72,Lima,0,PROFESIONAL
1073,200911,0,PROPIA,54,01/02/1997,83,12,10046,30740.74,3817.64,Lima,1,PROFESIONAL
1074,200911,1,FAMILIAR,30,01/02/2006,0,4,1400,0,2378.71,Callao,0,PROFESIONAL
1075,200911,0,PROPIA,30,01/01/1996,89,12,10500,2075.4,1512.31,Lima,0,SUPERIOR
1076,200911,1,FAMILIAR,28,01/09/2006,29,12,3500,20510,1237.48,Lima,1,TECNICO
1077,200911,1,FAMILIAR,36,01/04/2005,32,12,1200,9716.09,0,Callao,0,PROFESIONAL
1078,200911,1,FAMILIAR,27,01/05/2007,57,8,2000,31712.89,5725.1,Lima,3,PROFESIONAL
1079,200911,1,FAMILIAR,33,01/02/2004,0,12,1000,0,1125.04,Callao,3,TECNICO
1080,200911,1,FAMILIAR,30,01/06/2004,11,11,2754,7644.93,1617.59,Lambayeque,0,PROFESIONAL
1081,200911,1,FAMILIAR,59,01/06/1986,8,12,3134.09,3276.04,11976.98,Arequipa,1,PROFESIONAL
1082,200911,1,PROPIA,37,01/04/2008,12,12,2840,12410.99,3585.9,Lima,1,TECNICO
1083,200911,1,FAMILIAR,28,01/11/2008,15,12,635.71,2115,825.37,Lima,1,TECNICO
1084,200911,0,FAMILIAR,23,01/03/2006,23,12,2100,1200,1925.85,Lima,0,SUPERIOR
1085,200911,0,FAMILIAR,26,01/05/2006,18,12,2100,2900,934.8,Lima,0,PROFESIONAL
1086,200912,1,ALQUILADA,30,01/05/2000,0,12,11200,42109.17,0,Lima,1,PROFESIONAL
1087,200912,1,FAMILIAR,22,01/09/2006,0,12,2100,0,3428.68,La Libertad,4,SUPERIOR
1088,200912,0,FAMILIAR,32,01/04/1999,60,12,15820,0,0,Lima,0,PROFESIONAL
1089,200912,0,PROPIA,52,06/06/2008,25,10,1211.88,2780,11243.52,Ica,0,TECNICO
1090,200912,0,FAMILIAR,31,01/02/2000,68,12,6600,14638.48,2426.45,Lima,3,PROFESIONAL
1091,200912,1,PROPIA,44,01/06/2002,26,12,1000,500,220.9,Loreto,0,TECNICO
1092,200912,1,FAMILIAR,39,01/08/2005,0,6,2100,0,1.33,Cajamarca,0,PROFESIONAL
1093,200912,0,FAMILIAR,47,01/01/1999,37,12,2500,10966.9,71.92,Lima,0,PROFESIONAL
1094,200912,0,FAMILIAR,49,01/01/2006,55,12,3400,32250,0,Arequipa,1,PROFESIONAL
1095,200912,1,FAMILIAR,45,21/02/1994,74,1,1297,8530,0,Lambayeque,1,PROFESIONAL
1096,200912,1,FAMILIAR,29,07/05/2007,7,12,691.46,1521.37,955.08,Loreto,0,TECNICO
1097,200912,1,PROPIA,48,01/05/1997,0,12,1400,1000,363.13,Lima,0,TECNICO
1098,200912,0,FAMILIAR,35,01/10/2001,45,12,1415,9752.63,914.9,Lima,1,PROFESIONAL
1099,200912,0,PROPIA,44,01/09/2006,88,5,3500,0,0,Junin,3,PROFESIONAL
1100,200912,1,FAMILIAR,47,01/02/2006,56,12,990.79,0,1779.01,Huancavelica,1,TECNICO
1101,200912,0,FAMILIAR,35,01/06/2005,46,12,30000,7290,5786.29,Lima,0,PROFESIONAL
1102,200912,0,FAMILIAR,33,01/10/2006,45,12,13620.53,33619.6,6428.75,Lima,2,PROFESIONAL
1103,200912,1,FAMILIAR,24,01/12/2003,12,12,890,323.36,53.33,Callao,0,TECNICO
1104,200912,1,PROPIA,39,01/02/2001,38,6,6545,30356.8,0,Lima,0,PROFESIONAL
1105,200912,0,PROPIA,54,01/04/1989,115,12,30000,121543.4,42086.76,Lima,1,PROFESIONAL
1106,200912,0,FAMILIAR,57,01/08/2004,24,12,1500,0,1164.75,Cajamarca,0,PROFESIONAL
1107,200912,1,FAMILIAR,58,01/03/1988,0,12,1600,3400,6332.89,Lima,1,PROFESIONAL
1108,200912,0,FAMILIAR,24,12/02/2007,0,12,2055.37,750,3298.76,Lima,0,TECNICO
1109,200912,0,FAMILIAR,43,01/02/2007,0,12,2400,12936.95,4107.47,Lima,1,TECNICO
1110,200912,0,PROPIA,27,16/01/2003,0,12,1322.93,0,3135.28,Cajamarca,0,PROFESIONAL
1111,200912,1,PROPIA,42,01/07/1996,0,12,1500,0,2686.04,Ica,0,TECNICO
1112,200912,0,FAMILIAR,32,01/08/2002,8,12,2050,1550,5024.66,Ica,0,TECNICO
1113,200912,0,PROPIA,44,01/01/2004,16,12,2100,7013,2238.95,Arequipa,0,TECNICO
1114,200912,1,PROPIA,54,01/01/2001,91,12,6100,7603.97,3999.52,Lima,2,PROFESIONAL
1115,200912,1,FAMILIAR,27,01/10/2006,0,12,800,0,3596.13,Lima,0,TECNICO
1116,200912,1,FAMILIAR,35,01/12/2006,0,12,1061.62,1243.38,200,Piura,0,TECNICO
1117,200912,1,FAMILIAR,48,01/11/1999,30,4,5000,3021.68,2135.4,Lima,2,TECNICO
1118,200912,1,FAMILIAR,40,01/01/2001,39,12,2100,3440,98.64,Lima,0,TECNICO
1119,200912,1,FAMILIAR,43,01/08/2007,6,11,1300,6000,2846.91,Lima,1,TECNICO
1120,200912,1,FAMILIAR,24,01/07/2007,0,12,1299.25,4457.31,2787.9,Lima,0,PROFESIONAL
1121,200912,1,FAMILIAR,26,01/10/2005,0,12,1200,0,11964.98,Callao,0,TECNICO
1122,200912,1,FAMILIAR,22,01/12/2004,0,12,996.5,0,2280.05,Callao,0,TECNICO
1123,200912,1,FAMILIAR,22,01/08/2004,0,12,750,0,2541.5,Callao,0,TECNICO
1124,200912,1,FAMILIAR,41,01/12/2007,119,12,25500,25700,3980.35,Lima,0,PROFESIONAL
1125,200912,1,PROPIA,23,12/12/2006,0,12,1510.49,0,1010.9,Ica,0,TECNICO
1126,200912,0,FAMILIAR,33,01/09/2003,0,12,1700,0,0,Arequipa,0,PROFESIONAL
1127,200912,1,PROPIA,40,01/02/2005,19,12,3900,9029.89,5550.49,La Libertad,0,PROFESIONAL
1128,200912,1,FAMILIAR,31,21/07/2006,10,12,1211.36,1960,15198.33,Piura,1,TECNICO
1129,200912,1,FAMILIAR,40,01/03/2004,7,0,3500,15374.14,7802.65,Lima,1,PROFESIONAL
1130,200912,1,FAMILIAR,38,01/03/1998,37,12,3600,8813,9488.76,Callao,1,TECNICO
1131,200912,1,FAMILIAR,35,01/01/2000,24,12,1250,14105.62,1761.09,Lima,1,PROFESIONAL
1132,200912,0,FAMILIAR,40,01/03/2007,29,12,3680.54,0,0,Lima,0,TECNICO
1133,200912,0,PROPIA,44,01/01/2000,0,12,2100,0,0,Lima,0,TECNICO
1134,200912,0,FAMILIAR,41,01/10/1996,13,12,6205,260,0,Lima,0,PROFESIONAL
1135,200912,0,PROPIA,49,01/01/1982,95,12,19708,34385.13,1561.19,Lima,1,PROFESIONAL
1136,200912,1,PROPIA,44,01/01/1999,0,1,2000,2456,10865.68,San Martin,0,PROFESIONAL
1137,200912,0,FAMILIAR,40,01/01/1998,0,12,3290.22,4343.23,1739.58,Callao,1,TECNICO
1138,200912,1,OTRAS,31,01/11/2005,12,12,1400,2600,4348.34,Junin,0,TECNICO
1139,200912,0,ALQUILADA,36,01/01/2000,42,12,30000,109400,57094.38,Lima,0,PROFESIONAL
1140,200912,1,FAMILIAR,34,01/10/2001,0,12,2003.06,2930,4314.92,Lima,0,SUPERIOR
1141,200912,0,PROPIA,36,01/01/2000,98,12,21300,110375.9,7117.6,Lima,0,PROFESIONAL
1142,200912,1,FAMILIAR,37,01/09/2001,22,12,2234,10972.5,261.44,Lima,0,TECNICO
1143,200912,1,PROPIA,50,01/07/2002,63,12,4600,33804.67,23737.22,Lima,0,PROFESIONAL
1144,200912,1,FAMILIAR,27,01/01/2001,0,11,20000,0,57094.38,Lima,0,PROFESIONAL
1145,200912,1,FAMILIAR,27,01/04/2004,0,12,3000,3341.21,0,Lima,0,PROFESIONAL
1146,200912,0,FAMILIAR,34,01/12/2006,11,12,2066.59,1000,5356.8,Ica,0,TECNICO
1147,200912,0,FAMILIAR,40,01/08/2000,55,12,2500,2630.99,0,Lambayeque,2,TECNICO
1148,200912,1,FAMILIAR,27,01/04/2007,17,12,2700,54481.46,57094.38,Lima,1,PROFESIONAL
1149,200912,1,FAMILIAR,28,01/09/2005,14,12,2100,1614.73,82.4,Lima,0,TECNICO
1150,200912,1,FAMILIAR,31,01/01/2007,0,3,1900,854.7,1596.7,Lima,0,SUPERIOR
1151,200912,0,FAMILIAR,30,01/12/2003,0,0,2000,7315.41,0,Piura,0,PROFESIONAL
1152,200912,1,OTRAS,43,01/11/1989,0,12,3100,0,9906.08,Moquegua,0,TECNICO
1153,200912,0,FAMILIAR,30,01/06/2001,45,12,3500,2330.55,1446.41,Lima,0,PROFESIONAL
1154,200912,0,FAMILIAR,29,01/12/2007,0,12,1200,1804.83,2389.82,La Libertad,0,PROFESIONAL
1155,200912,1,FAMILIAR,31,01/07/2004,0,12,848.75,2700,2848.67,Lima,1,TECNICO
1156,200912,1,PROPIA,45,01/09/2003,103,12,7500,16740,1311.47,Piura,0,PROFESIONAL
1157,200912,0,FAMILIAR,28,01/03/2004,30,12,2500,10480,884.91,Arequipa,0,PROFESIONAL
1158,200912,1,FAMILIAR,41,30/11/2005,17,12,1305.76,500,1750.25,Lima,0,EDUCACION BASICA
1159,200912,1,PROPIA,30,01/02/2005,20,12,2350,14539.53,3770.13,Lima,2,PROFESIONAL
1160,200912,1,FAMILIAR,64,01/05/1964,0,0,2093.37,4772,0,Lima,1,TECNICO
1161,200912,1,FAMILIAR,24,21/06/2002,0,12,1434.17,500,3823.08,Lima,0,PROFESIONAL
1162,200912,1,FAMILIAR,37,01/01/2005,0,12,1700,0,1197.52,Ancash,0,TECNICO
1163,200912,1,FAMILIAR,29,01/04/2004,29,12,8000,2284.41,1174.5,Lima,1,PROFESIONAL
1164,200912,1,PROPIA,25,22/08/2005,12,12,726.68,2935,2248.49,Ucayali,0,EDUCACION BASICA
1165,200912,0,PROPIA,36,01/08/1991,88,12,30000,1407.43,1389.76,Ancash,0,PROFESIONAL
1166,200912,1,FAMILIAR,32,01/12/2006,7,0,4228,39728.29,21438.98,Lima,0,SUPERIOR
1167,200912,1,PROPIA,36,09/05/2001,58,12,2129.42,1700,1635.26,Ica,1,PROFESIONAL
1168,200912,0,FAMILIAR,26,01/01/2002,28,12,7000,11735,187.03,Lima,0,TECNICO
1169,200912,0,PROPIA,30,15/11/2007,0,12,2690.91,1056,14147.63,Ica,0,TECNICO
1170,200912,0,FAMILIAR,41,01/04/2004,0,12,1500,0,0,Lima,0,PROFESIONAL
1171,200912,1,PROPIA,24,04/12/2007,0,10,925.08,0,2710.09,Ancash,0,TECNICO
1172,200912,0,FAMILIAR,37,01/05/2003,69,0,3000,5880.23,2436.61,Lima,0,PROFESIONAL
1173,200912,0,FAMILIAR,29,01/12/2007,18,0,6710,24248.45,0,Lima,0,SIN EDUCACION
1174,200912,1,FAMILIAR,30,01/06/2006,26,12,850,1613.94,0,Arequipa,3,PROFESIONAL
1175,200912,1,FAMILIAR,26,01/09/2004,37,12,2558.61,2400,9524.55,San Martin,0,PROFESIONAL
1176,200912,1,FAMILIAR,33,01/07/2001,41,12,1000,4820,0,Lima,2,PROFESIONAL
1177,200912,1,FAMILIAR,33,01/01/2001,17,12,2100,6420,20.43,Lima,0,TECNICO
1178,200912,1,FAMILIAR,26,01/08/2004,12,12,2100,7197.98,5645.3,Loreto,0,TECNICO
1179,200912,1,PROPIA,53,01/04/1991,6,12,1407.79,750.6,750,Arequipa,0,PROFESIONAL
1180,200912,1,OTRAS,33,01/01/2006,25,0,6000,9168.33,1576.75,Arequipa,1,PROFESIONAL
1181,200912,1,FAMILIAR,27,01/01/1996,0,12,785.96,620,2333.17,Lima,0,TECNICO
1182,200912,1,FAMILIAR,40,01/01/1995,9,10,3700,500,24922.49,Piura,0,TECNICO
1183,200912,1,FAMILIAR,34,01/03/1998,44,12,3802,3223.82,2345.81,Ica,0,PROFESIONAL
1184,200912,1,FAMILIAR,52,01/11/2006,0,12,1144.09,1900,108.96,Piura,0,EDUCACION BASICA
1185,200912,1,PROPIA,41,06/08/2007,8,12,1593.36,2000,8992.73,Arequipa,0,TECNICO
1186,200912,1,PROPIA,39,01/04/2004,90,7,15000,14906.78,0,Lima,0,PROFESIONAL
1187,200912,1,PROPIA,29,01/08/2003,57,12,3555,21055,57094.38,Ica,1,PROFESIONAL
1188,200912,1,FAMILIAR,31,01/01/2001,7,12,1237.93,7993.92,1928.88,Lima,0,PROFESIONAL
1189,200912,1,PROPIA,43,01/05/1998,90,12,26400,121543.4,0,Lima,2,PROFESIONAL
1190,200912,0,FAMILIAR,35,30/09/2006,8,12,785.06,500,818.8,Lima,1,TECNICO
1191,201001,0,FAMILIAR,29,01/07/2002,52,12,12050,32720,8668.23,Lima,0,PROFESIONAL
1192,201001,0,FAMILIAR,42,01/01/2004,42,12,4200,6260.36,2191.07,Lima,1,PROFESIONAL
1193,201001,1,PROPIA,27,01/10/2007,43,12,2171,3566,17133.31,Lima,0,TECNICO
1194,201001,1,PROPIA,34,01/01/1996,0,12,696.07,739.4,4844.82,Piura,3,TECNICO
1195,201001,0,PROPIA,33,01/05/2007,17,12,6000,3250,22579.43,Arequipa,0,TECNICO
1196,201001,1,FAMILIAR,42,01/08/2007,115,12,1800,0,12957.04,Cuzco,0,TECNICO
1197,201001,1,FAMILIAR,42,01/06/1988,39,12,3000,6410,39.43,Arequipa,0,TECNICO
1198,201001,1,FAMILIAR,48,01/10/2007,7,12,3200,5357,19650.27,Lima,0,PROFESIONAL
1199,201001,0,FAMILIAR,32,01/11/2004,0,12,894.65,0,1518.81,Lima,0,TECNICO
1200,201001,0,PROPIA,32,01/01/2002,37,12,5203,7985.34,2274.51,Lima,1,PROFESIONAL
1201,201001,1,FAMILIAR,37,01/09/1998,75,12,10000,4144.19,0,Lima,3,PROFESIONAL
1202,201001,1,FAMILIAR,40,08/09/2007,1,12,2679.05,0,9477.12,Loreto,0,PROFESIONAL
1203,201001,0,FAMILIAR,31,01/06/2004,17,12,2331.82,18696,3900.42,Lambayeque,1,PROFESIONAL
1204,201001,0,PROPIA,49,01/11/1989,89,12,23796,0,25139.63,Lima,0,PROFESIONAL
1205,201001,1,FAMILIAR,27,01/06/2007,8,4,6171,25600.21,42806.18,Lima,1,PROFESIONAL
1206,201001,1,FAMILIAR,25,01/08/2007,0,12,969.2,0,5731.19,Junin,0,TECNICO
1207,201001,1,FAMILIAR,31,01/02/2005,12,12,3061.52,1799,694.24,Arequipa,0,TECNICO
1208,201001,1,FAMILIAR,23,01/05/2004,19,12,2000,6652.56,701.97,Lima,0,PROFESIONAL
1209,201001,1,FAMILIAR,29,01/10/2003,0,12,3000,1016.69,15801.85,Lambayeque,1,TECNICO
1210,201001,1,FAMILIAR,26,01/01/2004,34,0,6600,22052.08,5556.17,Lima,1,SIN EDUCACION
1211,201001,1,PROPIA,24,01/01/1998,0,12,4000,0,10440.85,Moquegua,0,TECNICO
1212,201001,1,FAMILIAR,22,01/04/2008,0,12,1100,0,4589.36,Ica,0,TECNICO
1213,201001,1,FAMILIAR,45,01/11/1998,94,12,14500,86472.09,18702.31,Lima,0,PROFESIONAL
1214,201001,1,FAMILIAR,29,30/04/2007,0,12,1103.83,0,2228.66,Cuzco,0,TECNICO
1215,201001,1,PROPIA,46,01/12/2007,2,4,1250,14400,14726.79,Callao,0,PROFESIONAL
1216,201001,0,FAMILIAR,55,01/05/1998,43,12,2200,3446.96,3309.12,Arequipa,2,PROFESIONAL
1217,201001,1,FAMILIAR,31,29/01/2008,0,12,2171.5,0,14404.54,Pasco,0,EDUCACION BASICA
1218,201001,1,FAMILIAR,23,01/07/2004,43,12,6178.19,9137.53,3532.65,Lima,0,PROFESIONAL
1219,201001,0,PROPIA,46,01/09/1991,15,12,16000,121543.4,28707.3,Lima,1,PROFESIONAL
1220,201001,1,FAMILIAR,27,01/03/2003,13,5,1500,6813.28,467.75,Lima,0,PROFESIONAL
1221,201001,0,FAMILIAR,21,01/10/2007,0,12,900,720,602.64,Lima,0,TECNICO
1222,201001,1,FAMILIAR,32,01/07/2003,24,12,2666.46,5441.88,4968.47,Arequipa,0,PROFESIONAL
1223,201001,1,PROPIA,22,01/09/2006,8,12,1350,3729.94,761.51,Lima,1,TECNICO
1224,201001,0,PROPIA,58,01/08/1987,1,12,3500,12995,0,Arequipa,1,PROFESIONAL
1225,201001,0,FAMILIAR,37,01/04/1995,60,12,1500,8173.41,7468,Lima,1,SUPERIOR
1226,201001,1,PROPIA,43,01/05/2001,0,12,786.63,0,3906,Cuzco,0,TECNICO
1227,201001,1,PROPIA,30,01/05/2002,44,12,3000,10195.25,2450.73,Cajamarca,0,TECNICO
1228,201001,0,PROPIA,30,01/02/2006,0,12,1551.08,2628,1184.5,Junin,0,PROFESIONAL
1229,201001,0,FAMILIAR,61,01/12/1998,38,12,15000,123.13,0,Lima,1,PROFESIONAL
1230,201001,0,PROPIA,51,01/03/1985,39,11,6200,38141.18,28.37,Arequipa,0,PROFESIONAL
1231,201001,1,FAMILIAR,34,01/10/2001,0,12,2500,0,5886.35,Lima,4,PROFESIONAL
1232,201001,0,ALQUILADA,40,01/01/2001,0,12,2100,7224.36,0,Lima,1,PROFESIONAL
1233,201001,1,FAMILIAR,26,01/01/2006,19,12,1099.9,6999.34,2577.11,Lima,1,TECNICO
1234,201001,0,FAMILIAR,35,01/11/2003,60,12,3600,4883.28,2292.39,Junin,1,PROFESIONAL
1235,201001,1,FAMILIAR,22,01/08/2009,14,9,7200,800,747.06,Lima,0,PROFESIONAL
1236,201001,1,FAMILIAR,31,23/02/2005,29,12,665.9,1700,109.37,Lima,1,TECNICO
1237,201001,0,FAMILIAR,32,01/01/1999,19,12,3000,10087,933.68,Lima,1,PROFESIONAL
1238,201001,1,FAMILIAR,37,01/01/2007,4,12,1000,5616,17.01,Lima,1,PROFESIONAL
1239,201001,1,PROPIA,41,01/09/1995,80,0,3500,4319.34,0,Lima,2,PROFESIONAL
1240,201001,0,FAMILIAR,29,01/02/2004,48,12,6989.4,16399.64,0,Lima,1,PROFESIONAL
1241,201001,1,FAMILIAR,38,01/10/2003,85,12,2040,1403.3,1192.12,Lima,4,TECNICO
1242,201001,0,FAMILIAR,26,01/01/2001,14,12,3575.67,1500,2649.65,Lima,0,TECNICO
1243,201001,0,PROPIA,39,01/12/1990,86,12,11000,16810.14,2392.26,Lima,0,PROFESIONAL
1244,201001,1,FAMILIAR,35,01/07/2007,15,10,6000,8299.97,0,Callao,1,PROFESIONAL
1245,201001,1,ALQUILADA,31,01/06/1998,0,12,10675,4284.06,0,Callao,1,TECNICO
1246,201001,1,PROPIA,33,01/10/2002,61,12,9252,0,14767.95,Ica,0,PROFESIONAL
1247,201001,1,FAMILIAR,40,01/01/2004,0,10,2600,0,51.42,Lima,0,PROFESIONAL
1248,201001,1,FAMILIAR,35,01/08/1999,31,8,1359,2000,2990.83,Callao,0,TECNICO
1249,201001,1,FAMILIAR,37,01/01/2004,7,12,2250,4402.14,5386.73,Lima,0,PROFESIONAL
1250,201001,0,FAMILIAR,30,27/04/2007,13,12,5000,16879,104.52,Callao,0,PROFESIONAL
1251,201001,1,FAMILIAR,42,19/01/2007,0,12,2854.13,400,9203.5,Callao,0,SUPERIOR
1252,201001,1,FAMILIAR,22,01/11/2004,0,9,900,1152,2655.99,Lambayeque,0,PROFESIONAL
1253,201001,1,PROPIA,39,01/05/1993,87,12,12350,22917.27,0,Lima,0,PROFESIONAL
1254,201001,1,FAMILIAR,24,01/06/2003,3,12,4900,1030.93,4596.78,Lima,0,TECNICO
1255,201001,1,FAMILIAR,25,01/08/2006,22,11,1131.9,2000,2925.76,Lima,0,TECNICO
1256,201001,1,FAMILIAR,29,01/06/1996,20,0,10000,6331.11,722.51,Lima,0,SUPERIOR
1257,201001,1,FAMILIAR,24,16/09/2005,0,12,644.72,3215.19,1599.44,Callao,0,SUPERIOR
1258,201001,1,PROPIA,48,04/08/2006,25,12,707.71,0,4381.68,Ucayali,0,TECNICO
1259,201001,1,FAMILIAR,22,01/01/2005,0,12,842.25,4126.08,3114.31,Lima,0,TECNICO
1260,201001,1,FAMILIAR,33,01/02/2000,44,12,30000,339.98,0,Tacna,0,PROFESIONAL
1261,201001,0,FAMILIAR,51,01/01/1977,96,12,8400,26798.63,15426.9,Lima,1,TECNICO
1262,201001,1,FAMILIAR,26,01/10/2002,0,12,1100,0,0,Pasco,0,EDUCACION BASICA
1263,201001,0,FAMILIAR,30,01/01/2005,17,12,3000,17347.7,1763.2,Lima,0,PROFESIONAL
1264,201001,1,PROPIA,21,21/02/2008,0,12,886.81,0,686.42,Lima,0,TECNICO
1265,201001,1,FAMILIAR,40,01/09/2005,0,12,1200,0,4879.47,Ancash,1,PROFESIONAL
1266,201001,1,FAMILIAR,63,08/11/1993,50,12,1012.69,2200,1399.08,Lima,0,SUPERIOR
