ANIO,Mes,Semana,TIPO,CADENA,TIENDA_CLIENTE,TIENDA_NOMBRECRONOGRAMA,MODELO_NOMBRECLIENTE,Modelo Corto,SAP,Vta_Unid,PVP,Venta_Soles,CLIENTE
2024,Febrero,W008,PISO,TOTTUS,159,TOTTUS PUENTE PIEDRA SURA,GRANADA ZAFIRO,Granada,30001053,1,999,999,TOTTUS
2024,Febrero,W008,PISO,TOTTUS,156,TOTTUS LOS OLIVOS,FONTANA,Fontana,10008540,2,559,1118,TOTTUS
2024,Febrero,W008,PISO,EFE,E027,EFE CHULUCANAS,CORUNA,Coruña,30001098,1,852.6444,852.6444,CONECTA
2024,Febrero,W008,PISO,EFE,E030,EFE CUSCO 1 AYACUCHO,RI-389D,RI-389D,10008597,1,1398.9962,1398.9962,CONECTA
2024,Febrero,W008,PISO,CURACAO,T915,CURACAO YURIMAGUAS,CATALUNA,Cataluña,30001136,1,1296.82,1296.82,CONECTA
2024,Febrero,W008,PISO,EFE,E085,EFE PUENTE PIEDRA,RI-289D,RI-289D,10014231,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,EFE,E067,EFE SJL PROCERES,RI-439D,RI-439D,10009094,-1,1398.9962,-1398.9962,CONECTA
2024,Febrero,W008,PISO,EFE,E011,EFE SJL CACERES,GALICIA ZAF,Galicia,30000789,1,1499.0012,1499.0012,CONECTA
2024,Febrero,W008,PISO,EFE,E036,EFE HUANCAYO 2,VIENA,Viena,30001101,1,872.0318,872.0318,CONECTA
2024,Febrero,W008,PISO,EFE,E917,EFE AGUAYTIA ITINERANTE,CORUNA,Coruña,30001098,2,1005.36,2010.72,CONECTA
2024,Febrero,W008,PISO,EFE,E081,EFE VMT,RI-359,RI-359,10008999,1,1198.998,1198.998,CONECTA
2024,Febrero,W008,PISO,EFE,E011,EFE SJL CACERES,FLORENCIA ZAF,Florencia,30000845,1,1398.9962,1398.9962,CONECTA
2024,Febrero,W008,PISO,EFE,E088,EFE ABANCAY,RI-289D,RI-289D,10014231,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,CURACAO,L012,CURACAO CAJAMARCA 2,GRANADA ZAF,Granada,30001053,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,EFE,E024,EFE CHINCHA,CATALUNA,Cataluña,30001136,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L061,CURACAO PIURA OPEN PLAZA,RI-529D,RI-529D,10008518,1,1849.001,1849.001,CONECTA
2024,Febrero,W008,PISO,CURACAO,T913,CURACAO TINGO MARIA,GRANADA ZAF,Granada,30001053,1,1178.82,1178.82,CONECTA
2024,Febrero,W008,PISO,CURACAO,L039,CURACAO HUARAL,RI-439D,RI-439D,10009094,2,1525.7636,3051.5272,CONECTA
2024,Febrero,W008,PISO,EFE,E038,EFE HUARAL,RI-788D,RI-788D,10008888,1,2653.82,2653.82,CONECTA
2024,Febrero,W008,PISO,CURACAO,T907,CURACAO JUANJUI,PARMA ZAF,Parma,30000787,1,1556.42,1556.42,CONECTA
2024,Febrero,W008,PISO,EFE,E059,EFE CHICLAYO 2 PEDRO RUIZ,RI-469D,RI-469D,10008516,1,1599.5254,1599.5254,CONECTA
2024,Febrero,W008,PISO,EFE,E060,EFE PISCO,RI-469D,RI-469D,10008516,1,1632.5064,1632.5064,CONECTA
2024,Febrero,W008,PISO,CURACAO,T916,CURACAO PUERTO MALDONADO,CANTABRIA,Cantabria,30001137,1,1323.4762,1323.4762,CONECTA
2024,Febrero,W008,PISO,EFE,E905,EFE LA MERCED,CORUNA,Coruña,30001098,1,989.8784,989.8784,CONECTA
2024,Febrero,W008,PISO,EFE,E068,EFE SJM,GRANADA ZAF,Granada,30001053,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L015,CURACAO CAÑETE,FLORENCIA ZAF,Florencia,30000845,1,1398.9962,1398.9962,CONECTA
2024,Febrero,W008,PISO,EFE,E005,EFE AREQUIPA 4 ZAMACOLA,GRANADA ZAF,Granada,30001053,1,1058.9438,1058.9438,CONECTA
2024,Febrero,W008,PISO,CURACAO,L035,CURACAO HUANCAYO 1,RI-389D,RI-389D,10008597,1,1282.9432,1282.9432,CONECTA
2024,Febrero,W008,PISO,CURACAO,L004,CURACAO AREQUIPA 1,CANTABRIA,Cantabria,30001137,1,1048.9964,1048.9964,CONECTA
2024,Febrero,W008,PISO,EFE,E070,EFE SULLANA,CORUNA,Coruña,30001098,2,774.0033,1548.0066,CONECTA
2024,Febrero,W008,PISO,CURACAO,L010,CURACAO BARRANCA,GRANADA ZAF,Granada,30001053,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L022,CURACAO CHINCHA 1,CORUNA,Coruña,30001098,1,799.0016,799.0016,CONECTA
2024,Febrero,W008,PISO,EFE,E030,EFE CUSCO 1 AYACUCHO,LRI-19CRI,LRI 19CR,10008544,2,1551.0274,3102.0548,CONECTA
2024,Febrero,W008,PISO,EFE,E909,EFE TINGO MARIA,VERNET S,Vernet,10008543,2,765.82,1531.64,CONECTA
2024,Febrero,W008,PISO,EFE,E036,EFE HUANCAYO 2,CANTABRIA,Cantabria,30001137,2,1017.5789,2035.1578,CONECTA
2024,Febrero,W008,PISO,CURACAO,L064,CURACAO PUNO,GRANADA ZAF,Granada,30001053,3,1032.3348,3097.0044,CONECTA
2024,Febrero,W008,PISO,EFE,E030,EFE CUSCO 1 AYACUCHO,GALICIA ZAF,Galicia,30000789,2,1499.0012,2998.0024,CONECTA
2024,Febrero,W008,PISO,CURACAO,T919,ITINERANTE LC OXAPAM,RI-439D,RI-439D,10009094,1,2011.9,2011.9,CONECTA
2024,Febrero,W008,PISO,CURACAO,T907,CURACAO JUANJUI,RI-439D,RI-439D,10009094,1,1991.781,1991.781,CONECTA
2024,Febrero,W008,PISO,EFE,E077,EFE TRUJILLO 2 PORVENIR,RI-788D,RI-788D,10008888,1,2518.8752,2518.8752,CONECTA
2024,Febrero,W008,PISO,EFE,E042,EFE ICA,CATALUNA,Cataluña,30001136,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L036,CURACAO HUANCAYO 2,RI-359,RI-359,10008999,3,1187.0092,3561.0276,CONECTA
2024,Febrero,W008,PISO,EFE,E036,EFE HUANCAYO 2,RI-439D,RI-439D,10009094,2,1577.7308,3155.4616,CONECTA
2024,Febrero,W008,PISO,EFE,E021,EFE CHICLAYO 1,LRI-21CRI,LRI 21CR,10008545,1,2410.6574,2410.6574,CONECTA
2024,Febrero,W008,PISO,EFE,E033,EFE HUACHO,RI-469D,RI-469D,10008516,1,1649.0028,1649.0028,CONECTA
2024,Febrero,W008,PISO,EFE,E007,EFE AYACUCHO,RI-289D,RI-289D,10014231,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,EFE,E056,EFE NAZCA,RI-529D,RI-529D,10008518,2,1959.9387,3919.8774,CONECTA
2024,Febrero,W008,PISO,CURACAO,L036,CURACAO HUANCAYO 2,VFV-520 SZ,VFV-520,30000877,1,2849.0038,2849.0038,CONECTA
2024,Febrero,W008,PISO,CURACAO,T919,ITINERANTE LC OXAPAM,CORUNA,Coruña,30001098,1,1037.22,1037.22,CONECTA
2024,Febrero,W008,PISO,CURACAO,L083,CURACAO VIRU,RI-389D,RI-389D,10008597,1,1539.0032,1539.0032,CONECTA
2024,Febrero,W008,PISO,EFE,E024,EFE CHINCHA,VERNET S,Vernet,10008543,1,869.66,869.66,CONECTA
2024,Febrero,W008,PISO,EFE,E916,EFE IQUITOS 2 SAN JUAN,VERNET S,Vernet,10008543,1,742.8454,742.8454,CONECTA
2024,Febrero,W008,PISO,EFE,E074,EFE TARMA,VIENA,Viena,30001101,1,1168.5186,1168.5186,CONECTA
2024,Febrero,W008,PISO,EFE,E039,EFE HUARAZ,VIENA,Viena,30001101,2,943.9469,1887.8938,CONECTA
2024,Febrero,W008,PISO,CURACAO,T918,CURACAO IQUITOS 1 PROSPERO,VIENA,Viena,30001101,1,1060.82,1060.82,CONECTA
2024,Febrero,W008,PISO,EFE,E088,EFE ABANCAY,CORUNA,Coruña,30001098,1,799.0016,799.0016,CONECTA
2024,Febrero,W008,PISO,EFE,E072,EFE TALARA,CORUNA,Coruña,30001098,1,726.5968,726.5968,CONECTA
2024,Febrero,W008,PISO,EFE,E093,EFE SAN JUAN MIRAFLORES,RI-529D,RI-529D,10008518,1,1849.001,1849.001,CONECTA
2024,Febrero,W008,PISO,EFE,E011,EFE SJL CACERES,RI-389,RI-389,10008596,1,1299.003,1299.003,CONECTA
2024,Febrero,W008,PISO,CURACAO,T918,CURACAO IQUITOS 1 PROSPERO,VERNET S,Vernet,10008543,1,842.402,842.402,CONECTA
2024,Febrero,W008,PISO,EFE,E915,EFE IQUITOS 1 PROSPERO,VIENA,Viena,30001101,1,1028.9954,1028.9954,CONECTA
2024,Febrero,W008,PISO,EFE,E900,EFE HUANUCO,RI-289D,RI-289D,10014231,2,1044.9077,2089.8154,CONECTA
2024,Febrero,W008,PISO,CURACAO,T903,CURACAO HUANUCO 2,RI-289D,RI-289D,10014231,1,1028.9954,1028.9954,CONECTA
2024,Febrero,W008,PISO,CURACAO,T913,CURACAO TINGO MARIA,VIENA,Viena,30001101,1,1060.82,1060.82,CONECTA
2024,Febrero,W008,PISO,EFE,E011,EFE SJL CACERES,CANTABRIA,Cantabria,30001137,1,1048.9964,1048.9964,CONECTA
2024,Febrero,W008,PISO,CURACAO,L073,CURACAO TAMBOGRANDE,RI-289D,RI-289D,10014231,1,872.1144,872.1144,CONECTA
2024,Febrero,W008,PISO,EFE,E079,EFE TUMBES,CORUNA,Coruña,30001098,1,775.0358,775.0358,CONECTA
2024,Febrero,W008,PISO,EFE,E022,EFE CHIMBOTE,PARMA ZAF,Parma,30000787,1,1198.998,1198.998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L052,CURACAO LOS OLIVOS,RI-788D,RI-788D,10008888,1,2373.9122,2373.9122,CONECTA
2024,Febrero,W008,PISO,EFE,E041,EFE HUAYCAN,GRANADA ZAF,Granada,30001053,1,1098.8986,1098.8986,CONECTA
2024,Febrero,W008,PISO,CURACAO,T908,CURACAO LA MERCED,GRANADA ZAF,Granada,30001053,1,1296.82,1296.82,CONECTA
2024,Febrero,W008,PISO,CURACAO,T915,CURACAO YURIMAGUAS,VIENA,Viena,30001101,1,1167.02,1167.02,CONECTA
2024,Febrero,W008,PISO,EFE,E903,EFE JAEN,RI-289D,RI-289D,10014231,1,1299.5104,1299.5104,CONECTA
2024,Febrero,W008,PISO,CURACAO,L028,CURACAO CUSCO,RI-439,RI-439,10009093,1,1499.0012,1499.0012,CONECTA
2024,Febrero,W008,PISO,EFE,E087,EFE ATE 2,CORUNA,Coruña,30001098,1,749.005,749.005,CONECTA
2024,Febrero,W008,PISO,CURACAO,L039,CURACAO HUARAL,RI-389,RI-389,10008596,1,1299.003,1299.003,CONECTA
2024,Febrero,W008,PISO,EFE,E925,ITINERANTE EFE BAGUA,RI-289D,RI-289D,10014231,1,1167.02,1167.02,CONECTA
2024,Febrero,W008,PISO,CURACAO,L014,CURACAO CAMANA,VERNET S,Vernet,10008543,3,725.7118,2177.1354,CONECTA
2024,Febrero,W008,PISO,CURACAO,T909,CURACAO MOYOBAMBA,RI-359,RI-359,10008999,3,1457.2646,4371.7938,CONECTA
2024,Febrero,W008,PISO,EFE,E910,EFE YURIMAGUAS,CORUNA,Coruña,30001098,1,1006.1034,1006.1034,CONECTA
2024,Febrero,W008,PISO,CURACAO,L082,CURACAO VMT,RI-359,RI-359,10008999,1,1187.0092,1187.0092,CONECTA
2024,Febrero,W008,PISO,EFE,E015,EFE CAMANA,RI-359,RI-359,10008999,3,1278.557533,3835.6726,CONECTA
2024,Febrero,W008,PISO,CURACAO,T916,CURACAO PUERTO MALDONADO,FLORENCIA ZAF,Florencia,30000845,2,1650.82,3301.64,CONECTA
2024,Febrero,W008,PISO,EFE,E095,EFE PLAZA NORTE,RI-788D,RI-788D,10008888,1,2248.9974,2248.9974,CONECTA
2024,Febrero,W008,PISO,CURACAO,L011,CURACAO CAJAMARCA 1,VERNET S,Vernet,10008543,1,649,649,CONECTA
2024,Febrero,W008,PISO,EFE,E076,EFE TRUJILLO 1 BOLIVAR,RI-359,RI-359,10008999,3,1266.9424,3800.8272,CONECTA
2024,Febrero,W008,PISO,CURACAO,L017,CURACAO CHEPEN,PARMA ZAF,Parma,30000787,1,1299.003,1299.003,CONECTA
2024,Febrero,W008,PISO,CURACAO,L031,CURACAO PIURA GRAU,CORUNA,Coruña,30001098,1,799.0016,799.0016,CONECTA
2024,Febrero,W008,PISO,CURACAO,L064,CURACAO PUNO,RI-289D,RI-289D,10014231,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,EFE,E038,EFE HUARAL,RI-359,RI-359,10008999,1,1163.0316,1163.0316,CONECTA
2024,Febrero,W008,PISO,CURACAO,L035,CURACAO HUANCAYO 1,VIENA,Viena,30001101,1,872.0318,872.0318,CONECTA
2024,Febrero,W008,PISO,CURACAO,L079,CURACAO TRUJILLO 2 PORVENIR,GALICIA ZAF,Galicia,30000789,1,1499.0012,1499.0012,CONECTA
2024,Febrero,W008,PISO,EFE,E042,EFE ICA,RI-389D,RI-389D,10008597,1,1422.4074,1422.4074,CONECTA
2024,Febrero,W008,PISO,EFE,E030,EFE CUSCO 1 AYACUCHO,LRI-15DGR,LRI 15DGR,10008600,1,1099.0048,1099.0048,CONECTA
2024,Febrero,W008,PISO,EFE,E076,EFE TRUJILLO 1 BOLIVAR,CORUNA,Coruña,30001098,4,782.50815,3130.0326,CONECTA
2024,Febrero,W008,PISO,CURACAO,T901,CURACAO CHACHAPOYAS,PARMA ZAF,Parma,30000787,1,1414.82,1414.82,CONECTA
2024,Febrero,W008,PISO,EFE,E010,EFE BOULEVARD VENTANILLA,RI-289D,RI-289D,10014231,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,CURACAO,L080,CURACAO TUMBES CENTRO,RI-389D,RI-389D,10008597,1,1398.9962,1398.9962,CONECTA
2024,Febrero,W008,PISO,EFE,E039,EFE HUARAZ,RI-389D,RI-389D,10008597,2,1348.9996,2697.9992,CONECTA
2024,Febrero,W008,PISO,CURACAO,L031,CURACAO PIURA GRAU,RI-359,RI-359,10008999,1,1198.998,1198.998,CONECTA
2024,Febrero,W008,PISO,EFE,E911,EFE PUERTO MALDONADO,VIENA,Viena,30001101,1,1131.8914,1131.8914,CONECTA
2024,Febrero,W008,PISO,CURACAO,T903,CURACAO HUANUCO 2,GALICIA ZAF,Galicia,30000789,1,1768.82,1768.82,CONECTA
2024,Febrero,W008,PISO,EFE,E018,EFE CASAGRANDE,CORDOVA PLUS,Cordova,30000587,1,658.9946,658.9946,CONECTA
2024,Febrero,W008,PISO,EFE,E007,EFE AYACUCHO,VERNET S,Vernet,10008543,1,649,649,CONECTA
2024,Febrero,W008,PISO,CURACAO,L035,CURACAO HUANCAYO 1,VERNET S,Vernet,10008543,1,726.88,726.88,CONECTA
2024,Febrero,W008,PISO,EFE,E007,EFE AYACUCHO,PARMA ZAF,Parma,30000787,1,1299.003,1299.003,CONECTA
2024,Febrero,W008,PISO,CURACAO,T906,CURACAO JAEN,RI-389,RI-389,10008596,1,1517.4918,1517.4918,CONECTA
2024,Febrero,W008,PISO,EFE,E900,EFE HUANUCO,VIENA,Viena,30001101,2,1077.8769,2155.7538,CONECTA
2024,Febrero,W008,PISO,CURACAO,T910,CURACAO PUCALLPA,RI-469D,RI-469D,10008516,1,1945.82,1945.82,CONECTA
2024,Febrero,W008,PISO,EFE,E107,EFE CARAZ ITINERANTE,CORUNA,Coruña,30001098,1,1046.66,1046.66,CONECTA
2024,Febrero,W008,PISO,EFE,E061,EFE PIURA,CORUNA,Coruña,30001098,1,984.9342,984.9342,CONECTA
2024,Febrero,W008,PISO,CURACAO,T914,CURACAO TOCACHE,GRANADA ZAF,Granada,30001053,1,1178.82,1178.82,CONECTA
2024,Febrero,W008,PISO,CURACAO,L011,CURACAO CAJAMARCA 1,VIENA,Viena,30001101,1,872.0318,872.0318,CONECTA
2024,Febrero,W008,PISO,EFE,E093,EFE SAN JUAN MIRAFLORES,GRANADA ZAF,Granada,30001053,2,1049.0023,2098.0046,CONECTA
2024,Febrero,W008,PISO,CURACAO,LA03,CURACAO INSTITUCIONAL,VERNET S,Vernet,10008543,2,876.0025,1752.005,CONECTA
2024,Febrero,W008,PISO,EFE,E016,EFE CAÑETE,RI-289D,RI-289D,10014231,1,890.015,890.015,CONECTA
2024,Febrero,W008,PISO,CURACAO,L029,CURACAO EL PEDREGAL,FLORENCIA ZAF,Florencia,30000845,1,1566.8748,1566.8748,CONECTA
2024,Febrero,W008,PISO,CURACAO,T903,CURACAO HUANUCO 2,RI-389,RI-389,10008596,2,1628.0932,3256.1864,CONECTA
2024,Febrero,W008,PISO,CURACAO,L078,CURACAO TRUJILLO 1 MEGA,RI-439D,RI-439D,10009094,4,1514.2232,6056.8928,CONECTA
2024,Febrero,W008,PISO,CURACAO,L036,CURACAO HUANCAYO 2,CATALUNA,Cataluña,30001136,2,1048.9492,2097.8984,CONECTA
2024,Febrero,W008,PISO,EFE,E004,EFE AREQUIPA 3 MARISCAL,GRANADA ZAF,Granada,30001053,2,1099.0048,2198.0096,CONECTA
2024,Febrero,W008,PISO,CURACAO,L021,CURACAO CHIMBOTE,PARMA ZAF,Parma,30000787,1,1198.998,1198.998,CONECTA
2024,Febrero,W008,PISO,EFE,E906,EFE MOYOBAMBA,VERNET S,Vernet,10008543,1,765.82,765.82,CONECTA
2024,Febrero,W008,PISO,CURACAO,L071,CURACAO TACNA,RI-289D,RI-289D,10014231,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,CURACAO,T906,CURACAO JAEN,VERNET S,Vernet,10008543,3,750.5036,2251.5108,CONECTA
2024,Febrero,W008,PISO,EFE,E033,EFE HUACHO,RI-788D,RI-788D,10008888,4,2303.9264,9215.7056,CONECTA
2024,Febrero,W008,PISO,CURACAO,L079,CURACAO TRUJILLO 2 PORVENIR,RI-439D,RI-439D,10009094,1,1533.5044,1533.5044,CONECTA
2024,Febrero,W008,PISO,CURACAO,T911,CURACAO SATIPO,GRANADA ZAF,Granada,30001053,1,1426.62,1426.62,CONECTA
2024,Febrero,W008,PISO,CURACAO,T901,CURACAO CHACHAPOYAS,VERNET S,Vernet,10008543,2,874.9523,1749.9046,CONECTA
2024,Febrero,W008,PISO,EFE,E060,EFE PISCO,RI-788D,RI-788D,10008888,1,2248.9974,2248.9974,CONECTA
2024,Febrero,W008,PISO,CURACAO,L064,CURACAO PUNO,VFV-510,VFV-510,30001058,1,3266.0158,3266.0158,CONECTA
2024,Febrero,W008,PISO,CURACAO,T907,CURACAO JUANJUI,RI-359,RI-359,10008999,1,1556.42,1556.42,CONECTA
2024,Febrero,W008,PISO,EFE,E058,EFE PAITA,RI-469D,RI-469D,10008516,0,#¡DIV/0!,0,CONECTA
2024,Febrero,W008,PISO,CURACAO,L051,CURACAO LAMBAYEQUE,VIENA,Viena,30001101,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,EFE,E017,EFE CARABAYLLO,RI-439D,RI-439D,10009094,1,1846.1572,1846.1572,CONECTA
2024,Febrero,W008,PISO,CURACAO,L040,CURACAO HUARAZ,RI-289D,RI-289D,10014231,1,988.899,988.899,CONECTA
2024,Febrero,W008,PISO,CURACAO,L040,CURACAO HUARAZ,PARMA ZAF,Parma,30000787,1,1198.998,1198.998,CONECTA
2024,Febrero,W008,PISO,EFE,E034,EFE HUAMACHUCO,GRANADA ZAF,Granada,30001053,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L082,CURACAO VMT,RI-439D,RI-439D,10009094,1,1533.5044,1533.5044,CONECTA
2024,Febrero,W008,PISO,EFE,E059,EFE CHICLAYO 2 PEDRO RUIZ,RI-289D,RI-289D,10014231,2,885.5133,1771.0266,CONECTA
2024,Febrero,W008,PISO,CURACAO,L079,CURACAO TRUJILLO 2 PORVENIR,VERNET S,Vernet,10008543,1,649,649,CONECTA
2024,Febrero,W008,PISO,CURACAO,L078,CURACAO TRUJILLO 1 MEGA,VERNET S,Vernet,10008543,3,649,1947,CONECTA
2024,Febrero,W008,PISO,EFE,E013,EFE CAJAMARCA 1,RI-439D,RI-439D,10009094,2,1579.9787,3159.9574,CONECTA
2024,Febrero,W008,PISO,EFE,E074,EFE TARMA,CORUNA,Coruña,30001098,1,799.0016,799.0016,CONECTA
2024,Febrero,W008,PISO,CURACAO,L015,CURACAO CAÑETE,RI-788D,RI-788D,10008888,1,2248.9974,2248.9974,CONECTA
2024,Febrero,W008,PISO,CURACAO,L004,CURACAO AREQUIPA 1,RI-788D,RI-788D,10008888,1,2248.9974,2248.9974,CONECTA
2024,Febrero,W008,PISO,CURACAO,L078,CURACAO TRUJILLO 1 MEGA,CATALUNA,Cataluña,30001136,3,975.7223333,2927.167,CONECTA
2024,Febrero,W008,PISO,EFE,E013,EFE CAJAMARCA 1,CORUNA,Coruña,30001098,2,787.0187,1574.0374,CONECTA
2024,Febrero,W008,PISO,EFE,E011,EFE SJL CACERES,CATALUNA,Cataluña,30001136,2,998.9998,1997.9996,CONECTA
2024,Febrero,W008,PISO,CURACAO,L078,CURACAO TRUJILLO 1 MEGA,CANTABRIA,Cantabria,30001137,3,1038.5062,3115.5186,CONECTA
2024,Febrero,W008,PISO,EFE,E022,EFE CHIMBOTE,FLORENCIA ZAF,Florencia,30000845,2,1340.9697,2681.9394,CONECTA
2024,Febrero,W008,PISO,CURACAO,L040,CURACAO HUARAZ,VERNET S,Vernet,10008543,2,649,1298,CONECTA
2024,Febrero,W008,PISO,CURACAO,L021,CURACAO CHIMBOTE,RI-359,RI-359,10008999,1,1218.9046,1218.9046,CONECTA
2024,Febrero,W008,PISO,EFE,E042,EFE ICA,RI-289D,RI-289D,10014231,3,887.0138667,2661.0416,CONECTA
2024,Febrero,W008,PISO,CURACAO,T901,CURACAO CHACHAPOYAS,RI-289D,RI-289D,10014231,1,1060.82,1060.82,CONECTA
2024,Febrero,W008,PISO,CURACAO,L015,CURACAO CAÑETE,RI-439D,RI-439D,10009094,1,1548.9978,1548.9978,CONECTA
2024,Febrero,W008,PISO,CURACAO,T916,CURACAO PUERTO MALDONADO,RI-289D,RI-289D,10014231,1,1251.7676,1251.7676,CONECTA
2024,Febrero,W008,PISO,EFE,E099,EFE SECHURA ,GRANADA ZAF,Granada,30001053,1,1099.0048,1099.0048,CONECTA
2024,Febrero,W008,PISO,EFE,E036,EFE HUANCAYO 2,RI-289D,RI-289D,10014231,4,932.71035,3730.8414,CONECTA
2024,Febrero,W008,PISO,EFE,E076,EFE TRUJILLO 1 BOLIVAR,RI-788D,RI-788D,10008888,3,2503.885267,7511.6558,CONECTA
2024,Febrero,W008,PISO,CURACAO,L060,CURACAO PISCO,GRANADA ZAF,Granada,30001053,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,EFE,E039,EFE HUARAZ,RI-389,RI-389,10008596,1,1299.003,1299.003,CONECTA
2024,Febrero,W008,PISO,CURACAO,L012,CURACAO CAJAMARCA 2,CORUNA,Coruña,30001098,4,794.8893,3179.5572,CONECTA
2024,Febrero,W008,PISO,CURACAO,L061,CURACAO PIURA OPEN PLAZA,RI-289D,RI-289D,10014231,2,898.9948,1797.9896,CONECTA
2024,Febrero,W008,PISO,EFE,E905,EFE LA MERCED,GALICIA ZAF,Galicia,30000789,1,1768.82,1768.82,CONECTA
2024,Febrero,W008,PISO,EFE,E015,EFE CAMANA,GRANADA ZAF,Granada,30001053,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L052,CURACAO LOS OLIVOS,PARMA ZAF,Parma,30000787,1,1198.998,1198.998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L011,CURACAO CAJAMARCA 1,RI-289D,RI-289D,10014231,1,898.9948,898.9948,CONECTA
2024,Febrero,W008,PISO,EFE,E913,EFE PICHANAKI,RI-289D,RI-289D,10014231,1,1060.82,1060.82,CONECTA
2024,Febrero,W008,PISO,CURACAO,L036,CURACAO HUANCAYO 2,CORUNA,Coruña,30001098,1,852.5264,852.5264,CONECTA
2024,Febrero,W008,PISO,EFE,E033,EFE HUACHO,RI-389D,RI-389D,10008597,3,1412.298733,4236.8962,CONECTA
2024,Febrero,W008,PISO,EFE,E042,EFE ICA,RI-439D,RI-439D,10009094,1,1502.5294,1502.5294,CONECTA
2024,Febrero,W008,PISO,CURACAO,L009,CURACAO AYACUCHO,RI-439,RI-439,10009093,1,1548.9034,1548.9034,CONECTA
2024,Febrero,W008,PISO,EFE,E036,EFE HUANCAYO 2,VERNET S,Vernet,10008543,1,713.9,713.9,CONECTA
2024,Febrero,W008,PISO,EFE,E116,ITINERANTE EFE TACNA,GRANADA ZAF,Granada,30001053,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,EFE,E905,EFE LA MERCED,RI-439D,RI-439D,10009094,1,1827.82,1827.82,CONECTA
2024,Febrero,W008,PISO,EFE,E077,EFE TRUJILLO 2 PORVENIR,RI-389D,RI-389D,10008597,1,1492.7354,1492.7354,CONECTA
2024,Febrero,W008,PISO,CURACAO,L009,CURACAO AYACUCHO,RI-439D,RI-439D,10009094,1,1502.5294,1502.5294,CONECTA
2024,Febrero,W008,PISO,CURACAO,L070,CURACAO SULLANA,CATALUNA,Cataluña,30001136,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L048,CURACAO JULIACA,CATALUNA,Cataluña,30001136,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,EFE,E910,EFE YURIMAGUAS,GRANADA ZAF,Granada,30001053,1,1326.32,1326.32,CONECTA
2024,Febrero,W008,PISO,CURACAO,L091,CURACAO HUANCAYO MALL,CORUNA,Coruña,30001098,1,914.5354,914.5354,CONECTA
2024,Febrero,W008,PISO,CURACAO,T902,CURACAO HUANUCO 1,CORUNA,Coruña,30001098,2,942.82,1885.64,CONECTA
2024,Febrero,W008,PISO,CURACAO,L009,CURACAO AYACUCHO,RI-389D,RI-389D,10008597,1,1357.0354,1357.0354,CONECTA
2024,Febrero,W008,PISO,EFE,E005,EFE AREQUIPA 4 ZAMACOLA,RI-359,RI-359,10008999,1,1270.9426,1270.9426,CONECTA
2024,Febrero,W008,PISO,EFE,E036,EFE HUANCAYO 2,FLORENCIA ZAF,Florencia,30000845,1,1398.9962,1398.9962,CONECTA
2024,Febrero,W008,PISO,EFE,E910,EFE YURIMAGUAS,VERNET S,Vernet,10008543,1,851.3818,851.3818,CONECTA
2024,Febrero,W008,PISO,CURACAO,L064,CURACAO PUNO,RI-439D,RI-439D,10009094,1,1548.9978,1548.9978,CONECTA
2024,Febrero,W008,PISO,CURACAO,L009,CURACAO AYACUCHO,GRANADA ZAF,Granada,30001053,1,1098.8986,1098.8986,CONECTA
2024,Febrero,W008,PISO,CURACAO,L057,CURACAO PACASMAYO,PARMA ZAF,Parma,30000787,1,1570.58,1570.58,CONECTA
2024,Febrero,W008,PISO,CURACAO,T915,CURACAO YURIMAGUAS,VERNET S,Vernet,10008543,1,936.5188,936.5188,CONECTA
2024,Febrero,W008,PISO,CURACAO,L115,CURACAO AREQUIPA ITINERANTE,RI-389,RI-389,10008596,1,1288.9966,1288.9966,CONECTA
2024,Febrero,W008,PISO,EFE,E081,EFE VMT,CATALUNA,Cataluña,30001136,1,998.9998,998.9998,CONECTA
2024,Febrero,W008,PISO,CURACAO,L023,CURACAO CHINCHA 2,RI-788D,RI-788D,10008888,1,2248.9974,2248.9974,CONECTA
